age,birth_year,cause_of_death,death_month,death_year,famous_for,name,nationality,fame_score
69,1945, pancreatic cancer,January,2014, actor (Only Fools and Horses The Vicar of Dibley Tinker Tailor Soldier Spy),Roger Lloyd-Pack,English,15279.0
61,1953,,January,2014, journalist and writer (Verdens Gang),Tor Milde,Norwegian,3750.0
81,1933,,January,2014, Georgia Sports Hall of Fame inductee (1984),Reid Patterson,American,4886.0
92,1922,,January,2014, film editor and producer (M*A*S*H),Stanford Tischler,American,2891.0
87,1927,,January,2014, Olympic water polo player (1956),Cosimo Antonelli,Italian,2513.0
89,1925,,January,2014, film producer (The Goonies The Omen The Lost Boys),Harvey Bernhard,American,4958.0
95,1919, natural causes,January,2014, actress (The Wizard of Oz),Ruth Duccini,American,5182.0
75,1939,,January,2014, Chairman of the Department of Journalism at Louisiana Tech University (1968–2009),Wiley W. Hilburn,American,20458.0
89,1925, kidney failure,January,2014, actor (Gilligan's Island The Twilight Zone),Russell Johnson,American,15282.0
82,1932, heart and kidney failure,January,2014, American actor (Laugh In The Partridge Family Alice),Dave Madden,Canadian-born,9138.0
82,1932,,January,2014, International Boxing Hall of Fame inductee (2007),José Sulaimán,Mexican,6022.0
84,1930, co-founder of Filmation,January,2014, animator (Sleeping Beauty Star Trek: The Animated Series),Hal Sutherland,American,5708.0
85,1929, heart failure,January,2014, politician member of the Louisiana House of Representatives (1972–1988) and Senate (1988–2008),Chris Ullo,American,7411.0
76,1938,,January,2014, footballer (Darlington),Stan Watson,British,3377.0
97,1917, natural causes,January,2014, actress and Olympic fencer (1948),Nadia Boudesoque,Mexican,3132.0
86,1928,,January,2014, Olympic bronze-medalist football player (1952) and coach,Holger Hansson,Swedish,5843.0
85,1929,,January,2014, yakuza (Yamaguchi-gumi),Saizo Kishimoto,Japanese,3725.0
73,1941, cancer,January,2014, politician MP for Mercier (1993–2004) and La Pointe-de-l'Île (2004–2011),Francine Lalonde,Canadian,9471.0
78,1936,,January,2014, member of the Chamber of Deputies (1979–1994),Tommaso Bisagno,Italian,3192.0
83,1931,,January,2014, member of the Illinois House of Representatives (1967–1977),W. Robert Blair,American,2942.0
76,1938, kidney disease,January,2014, politician Governor of Plateau State (2006–2007),Michael Botmang,Nigerian,4250.0
80,1934,,January,2014, TD for Limerick East (1981–1982 1987–1997),Peadar Clohessy,Irish,3472.0
84,1930,,January,2014, Olympic footballer (1956),Herbert Dodkins,English,2936.0
41,1973, heart attack,January,2014, journalist and news presenter (BBC World News Focus on Africa),Komla Dumor,Ghanaian,9986.0
62,1952, liver cancer,January,2014, rock singer (Angel Le Roux Toto),Dennis Frederiksen,American,16750.0
86,1928,,January,2014, footballer (Lincoln City),Andy Graver,English,14113.0
63,1951,,January,2014, Olympic silver-medalist ice hockey player (1976),Milan Kajkl,Czech,3038.0
80,1934, cancer,January,2014, actress (The Long Hot Summer Star Trek Dave),Sarah Marshall,British,5518.0
70,1944, stroke,January,2014, footballer (Lierse Royal Antwerp),Frans Vermeyen,Belgian,4195.0
82,1932, cancer,January,2014, athlete broadcaster politician and businessman MP for Lewisham North (1959–1966) and Chichester (1969–1974),Sir Christopher Chataway,British,14555.0
68,1946, accidental shooting,January,2014, entertainer singer and songwriter Poet Laureate of Texas (2007),Steven Fromholz,American,9175.0
88,1926,,January,2014, film director (Kiss Meets the Phantom of the Park) and screenwriter,Gordon Hessler,British,4737.0
63,1951,,January,2014, Olympic triple jumper (1972 1976),Michał Joachimowski,Polish,6313.0
92,1922, comedy writer and playwright,January,2014, television producer (The Brady Bunch All in the Family) creator (The Facts of Life Silver Spoons),Ben Starr,American,5007.0
93,1921,,January,2014, footballer (Wolverhampton Wanderers national team),Bert Williams,English,6543.0
80,1934,,January,2014, Finance Minister (1983–1987),Wistin Abela,Maltese,2892.0
89,1925,,January,2014, baseball player (St,Vern Benson,American,8888.0
70,1944,,January,2014, Minnesota State Senator (1971–1978),Win Borden,American,2652.0
73,1941, heart failure,January,2014, politician member of the House of Councillors (1989–2001),Kiyoharu Ishiwata,Japanese,2610.0
66,1948, heart attack,January,2014, film producer (The Mummy Mallrats),James Jacks,American,4821.0
96,1918,,January,2014, Bishop of Auckland (1974–1983),John Mackey,Irish-born,7225.0
92,1922,,January,2014, United States Representative from New York (1961–1979),Otis G. Pike,American,9847.0
93,1921,,January,2014, football player (Toronto Argonauts),Pete Titanic,Canadian,4612.0
66,1948,,January,2014, baseball player (Oakland Athletics),Tim Hosley,American,4637.0
59,1955,,January,2014, Archbishop of West Africa (since 2012),Solomon Tilewa Johnson,Gambian,6004.0
73,1941,,January,2014, African Olympic swimmer (1956),Natalie Myburgh,South,4844.0
94,1920,,January,2014, college football coach (McMurry Indians),Wilford Moore,American,4776.0
90,1924,,January,2014, college basketball coach and athletic director (Miami RedHawks),Dick Shrider,American,6572.0
87,1927,,January,2014, United States Representative from New York (1981–1989),George C. Wortley,American,5634.0
67,1947, heart failure,January,2014, American actor (The Electric Company),Luis Ávalos,Cuban-born,4015.0
100,1914,,January,2014, psychology professor and actor (Crimes and Misdemeanors),Martin S. Bergmann,American,4795.0
45,1969,,January,2014, MP for Chalinze (since 2010),Saidi Bwanamdogo,Tanzanian,5468.0
89,1925, heart attack,January,2014, actor (Combat!) and skier,Pierre Jalbert,Canadian,5563.0
91,1923,,January,2014, Prime Minister of dependent Ankole Kingdom (1960–1963),John Kabaireho,Ugandan,2975.0
20,1994, shot,January,2014, protester (Euromaidan),Serhiy Nigoyan,Ukrainian,13814.0
90,1924, cancer,January,2014, actor (Chenchu Lakshmi Sri Krishnarjuna Yuddham Premabhishekam) and film producer Dadasaheb Phalke Award (1990),Akkineni Nageswara Rao,Indian,33510.0
81,1933,,January,2014, State Representative (1965–1972),Ted Bottiger,American,2696.0
89,1925,,January,2014, member of the Kansas House of Representatives (1965–1970),Robert Coldsnow,American,2583.0
93,1921,,January,2014, Olympic alpine skier (1948),Franz Gabl,Austrian,2854.0
76,1938, multiple organ failure,January,2014, food critic (Iron Chef),Katsuyo Kobayashi,Japanese,4587.0
68,1946,,January,2014, Olympic champion water polo player (1968),Uroš Marović,Yugoslav,2987.0
57,1957,,January,2014, basketball player (Charlotte 49ers),Lew Massey,American,5121.0
87,1927,,January,2014, baseball player (Brooklyn Dodgers),Charlie Osgood,American,3523.0
82,1932,,January,2014, Olympic bronze-medalist speed skater (1960),Jan Pesman,Dutch,3473.0
84,1930,,January,2014, member of the Illinois House of Representatives (1964–1980),Eugene Schlickman,American,2350.0
90,1924,,January,2014, Mayor of Boise (1966–1974),Jay S. Amyx,American,3514.0
84,1930,,January,2014, actress (The Invisible Man Doctor Who The First Churchills),Lisa Daniely,British,4664.0
76,1938,,January,2014, spiritual leader (Nahdlatul Ulama),Sahal Mahfudz,Indonesian,2460.0
70,1944, cancer,January,2014, author and screenwriter (Death in Brunswick),Boyd Oxlade,Australian,3811.0
83,1931, kidney failure,January,2014, educator and politician President of the National Congress (1998–2002),Rafael Pineda Ponce,Honduran,10365.0
84,1930,,January,2014, baseball player (Washington Senators),Bruce Barmes,American,3951.0
28,1986, traffic collision,January,2014, cyclist national road race champion (2011),Emanuel Saldaño,Argentine,3215.0
90,1924, pneumonia,January,2014, basketball player and coach (Michigan Wolverines),Dave Strack,American,9960.0
85,1929,,January,2014, MLA for Alipurduars (1977–1996),Pius Tirkey,Indian,4017.0
90,1924,,January,2014, cartoonist (Wee Pals),Morrie Turner,American,11837.0
66,1948,,January,2014, football player (New England Patriots Philadelphia Eagles),Dennis Wirgowski,American,3593.0
74,1940,,January,2014, Dean of the Juilliard School (1994–2007),Stephen Clapp,American,4827.0
76,1938,,January,2014, Olympic cyclist (1956),Renzo Colzi,French,2472.0
81,1933,,January,2014, basketball player (Philadelphia Warriors) and politician,Tom Gola,American,22128.0
86,1928,,January,2014, Olympic long-distance runner (1956),Paavo Kotila,Finnish,9158.0
100,1914,,January,2014, actress (The Princess Bride Harry Potter and the Goblet of Fire Love Actually),Margery Mason,English,5068.0
79,1935,,January,2014, Skye and Inverness West (1999–2011),John Farquhar Munro,Scottish,4683.0
74,1940, heart attack,January,2014, poet essayist and novelist winner of the Miguel de Cervantes Prize (2009),José Emilio Pacheco,Mexican,8599.0
72,1942, prostate cancer,January,2014, politician member of the Michigan House of Representatives (2005–2010),Gino Polidori,American,4622.0
51,1963, self-defenestration,January,2014, business executive Managing Director of Tata Motors (since 2012),Karl Slym,British,5565.0
87,1927,,January,2014, author (A Land Remembered),Patrick D. Smith,American,4709.0
79,1935, cancer,January,2014, politician and mortgage banker Mayor of Monroe Louisiana (1972–1976),Ralph T. Troy,American,9974.0
84,1930,,January,2014, AAGPBL baseball player (Racine Belles Battle Creek Belles),Doris Witiuk,American,3382.0
55,1959,,January,2014, winner of the Naoki Prize (1996),Masako Bandō,Japanese,3956.0
77,1937, ovarian cancer,January,2014, child actress (The Curse of the Cat People),Ann Carter,American,17763.0
63,1951,,January,2014, author (The Troika),Stepan Chapman,American,3068.0
75,1939,,January,2014, actor (Flodder 3 Lijmen/Het Been),Edmond Classen,Dutch,2646.0
83,1931,,January,2014, Olympic middleweight boxer (1952),Leen Jansen,Dutch,3337.0
82,1932, heart attack,January,2014, voice actor (Sazae-san Space Battleship Yamato),Ichirō Nagai,Japanese,9151.0
94,1920,,January,2014," folk singer and songwriter (""Turn! Turn! Turn!"" ""If I Had a Hammer"")",Pete Seeger,American,91559.0
92,1922,,January,2014, cricket player (Warwickshire),Alan Townsend,English,3901.0
74,1940,,January,2014, voice actor (Bleach One Piece),Masaaki Tsukada,Japanese,8354.0
79,1935,,January,2014, Director of the NBI (1992–1995),Epimaco Velasco,Filipino,10043.0
83,1931,,January,2014, television score composer (Kojak Hawaii Five-O),John Cacavas,American,7211.0
82,1932,,January,2014, football executive (Philadelphia Eagles) and head coach (Penn Quakers),Harry Gamble,American,6229.0
84,1930,,January,2014, member of the South Carolina House of Representatives (1978–2010),Herb Kirsh,American,4028.0
88,1926,,January,2014, football player (Chicago Bears),John Kreamcheck,American,3217.0
84,1930,,January,2014, TD for Sligo–Leitrim (1981–1997),Ted Nealon,Irish,4902.0
66,1948, pulmonary embolism,January,2014, politician Governor of Santa Fe (1995–1999 2003–2007),Jorge Obeid,Argentine,6313.0
92,1922,,January,2014, Secretary of the Department of Defence (1979–1984),Bill Pritchett,Australian,5426.0
76,1938, stomach cancer,January,2014, baseball player (Yomiuri Giants),Kazuhiko Sakazaki,Japanese,2526.0
68,1946, prostate cancer,January,2014, film producer and studio executive President of AMPAS (2009–2012),Tom Sherak,American,3611.0
56,1958,,January,2014, member of the Wyoming House of Representatives (since 2007),Sue Wallis,American,6064.0
96,1918, complications from pneumonia,January,2014, music arranger (Shaft),Johnny Allen,American,3441.0
30,1984, euthanized,January,2014, Olympic eventing horse (1996),Biko,American,5886.0
55,1959, cancer,January,2014, Olympic field hockey player (1984),Zoe MacKinnon,Canadian,2778.0
78,1936,,January,2014, Archdeacon of Wisbech (1984–1993),Jim Rone,British,6803.0
83,1931,,January,2014, Olympic cyclist (1952),Tarit Kumar Sett,Indian,2376.0
87,1927,,January,2014, ice hockey player (New York Rangers),Jack Stoddard,Canadian,3352.0
69,1945,,January,2014, Olympic ice hockey player (1972),Krzysztof Birula-Białynicki,Polish,2732.0
63,1951,,January,2014, Senator (2007–2011),John Carty,Irish,5743.0
78,1936, lung cancer,January,2014, actor (Cool Runnings The X-Files Scary Movie 4),Campbell Lane,Canadian,3850.0
82,1932,,January,2014, Archbishop of Patna (1980–2007),Benedict John Osta,Indian,2316.0
86,1928,,January,2014, Bishop of Saskatoon (1996–1998) and Toronto (1998–2003),Cornelius Pasichny,Canadian,3431.0
83,1931, brain haemorrhage,January,2014, judge and jurist Chief Justice (1991–1995),Bishwonath Upadhyaya,Nepalese,2915.0
91,1923,,January,2014, British Olympic athlete (1948),Adegboyega Folaranmi Adedoyin,Nigerian-born,5011.0
63,1951, Pick's disease,January,2014, cable network executive (SOAPnet) and talent agent,Deborah Blackwell,American,3337.0
74,1940,,January,2014, member of the Montana Senate (1995–2004),Bob DePratu,American,2591.0
92,1922, natural causes,January,2014," songwriter (""Baby I'm for Real"") co-founder of Anna Records",Anna Gordy Gaye,American,13873.0
65,1949,,January,2014, Olympic cyclist (1972),Jaime Huélamo,Spanish,3293.0
89,1925,,January,2014, Prime Minister (1964–1967),Abdirizak Haji Hussein,Somali,16657.0
72,1942, cancer,January,2014, actor (The Legend of Jesse James Ryan's Daughter The Looking Glass War),Christopher Jones,American,8076.0
93,1921,,January,2014, Attorney General of Norway (1962–1972),Hans Methlie Michelsen,Norwegian,2917.0
89,1925,,January,2014, MP for Eastleigh (1955–1992),Sir David Price,British,3591.0
39,1975,,January,2014, football player (Philadelphia Eagles),Mike Reed,American,3161.0
66,1948,,January,2014, Olympic footballer (1972),Wong Choon Wah,Malaysian,3650.0
77,1937,,February,2014, Prelate of Libmanan (1989–2008),Prospero Nale Arellano,Filipino,2219.0
95,1919,,February,2014, Olympic speed skater (1952),Gunnar Hallkvist,Swedish,3184.0
82,1932,,February,2014, Senator (1987–1991 1993–1999),Meine Pit,Dutch,3182.0
85,1929,,February,2014, Olympic bronze-medalist athlete (1960),Dave Power,Australian,4426.0
83,1931, pneumonia,February,2014, actor (Judgment at Nuremberg Julia Deep Impact) Oscar winner (1962),Maximilian Schell,Austrian-Swiss,41155.0
78,1936,,February,2014, chief conductor of the Czech Philharmonic (1993–1996),Gerd Albrecht,German,14124.0
65,1949,,February,2014, reggae musician (Third World),Bunny Rugs,Jamaican,10940.0
78,1936,,February,2014, MP for Barrow and Furness (1983–1992),Cecil Franks,British,5584.0
46,1968, mixed drug intoxication,February,2014, actor (Capote Magnolia Doubt) Oscar winner (2006),Philip Seymour Hoffman,American,89931.0
94,1920,,February,2014, recipient of the Knight's Cross of the Iron Cross (1944),Werner Husemann,German,8345.0
70,1944,,February,2014, Chairman of AS Monaco FC (2004–2008),Michel Pastor,Monacan,5426.0
85,1929, heart disease,February,2014, politician Mayor of Montreal North (1963–2001),Yves Ryan,Canadian,12294.0
87,1927,,February,2014, civil servant (E,Eric O. Stork,American,4372.0
93,1921,,February,2014, football player (Buffalo Bisons),Al Vandeweghe,American,3821.0
87,1927,,February,2014, Bishop of Jaca (1984–1989) and Almería (1989–2002),Rosendo Álvarez Gastón,Spanish,2173.0
